Review,Sentiment
bikwass ki b koi had hoti hi.her waqit bakwass. bakwass & bakwass,Negative
khara hai na bhai zardari kay sath ,Negative
Much better than to support pmln chor,Negative
Ye khabes choreyon main zardari k sat shareek ha awr bhonkta ha nawaz ke tarah,Negative
Lanat zardari tout,Negative
"Jatay Jatay Chaghal Mar Gia , Siasat Dan Bun Gia!!!!",Negative
All topi drama,Negative
Im going to unsubscribe because express news r lire jo aqwal shaya karte hai uske ownerMOLA ALI as ka nam zahir nahi karte i hate express news,Negative
Be shak,Negative
Be shak,Negative
saray pagal ho gaye hain...khasaray mein jati airlines ab yeh dramay krkey sasti shuhrat hasil krna chahti hai????,Negative
Bas yahi kami baqi this bera gharaq karne k baad.khaqan lanat ho Teri manhoos shakal pe.,Negative
Khuda ka khof Karo kuch PIA walun Allah KO yad kerny k bjaye nach ganay lagay hoty hain aj kal enho ny,Negative
Bchodo loot k kha k ab chorian khud be pheno r logon ko be phenao,Negative
Lanat hai kanjron pe,Negative
Bakwaas,Negative
lakh d lanat begharto,Negative
Bilkul jis tra zardari ne imran khan ka hath pkra unka dard b km ho jaey ga,Negative
Lanat,Negative
Iska hum kya karain? Hmain Syria k muslims ka btaien.. Chor dain india k uthanay,Negative
Jasy bibi dafan hoi pata chala,Negative
Jab tak as nahal ko vote deraho gi...asa zaleel ho ga ye mulak,Negative
Lanat ho nawaz Sharif pr,Negative
Yeh nawaz shareef kis hesiyat se faisle kar raha haiYeh to mujrim hai abhiJab tak yeh khud ko begunah na sabit karle Court mai,Negative
Lanat,Negative
Lanti hyApnae fydae k liye apni bhyn beti ko beach sktae h,Negative
saray haramiyon ki band bajanay ke liye zardari ki aik killing smile kafi hy. aik zardari sab pe bhari...,Negative
Lanat dono pa,Negative
Mandi wala ny passy diye hogy,Negative
Dono choor saly,Negative
Laanat ho ap psr,Negative
Chor,Negative
Diezel chor,Negative
GA zardari......sb p bhaari,Negative
Ye sub sy bara munafiq aur chor,Negative
Abhee aur gund saff ho gaaSaray gunday anday pti may jaey GayShekh rasheed nay kaha thaa jo ik bar biktaa he woo bar bar biktaa he,Negative
zaradari ko choor kahnay wala IK sanete main zaradi kay namzad chairman ko support karay ga ... lol masla corruption nahi bus NS say bughz hai .,Negative
Phir bhi kon sa pti ny jeet Jana hai inshallah 5 saal phir sarko py zaleel hongy,Negative
Lanat raza haraj,Negative
ro chora ro,Negative
Imran ko jhatka Lota Party ban gaie,Negative
So sad,Negative
Pti ke jialo ko bhi jhatka hahahha,Negative
Ab is ki siasat khatam,Negative
Hafsa my gf told me that me just cn4m kar raha k lambi tu ni chori os ne,Negative
"Ma'am Sameena: Why should I pass you?
Me: Ghareeb ki dua lagaygi maam ",Negative
HAHAHA intelligence may rkhna chahye phir touu ,Negative
Wallah. Ye to chittion ko kala kr k khara kia wa h. ,Negative
"Us se zada wapis b miljaenge naa jeetne pe :/

Cancel q? Wajay? -_-",Negative
Wrong figures aur knsa teer mara ha kah do yeh b nun league ka happiness project ha,Negative
Hehe.yar ktna to acha larka h.....pata nahn q nakhre hen tmhre :O =-O,Negative
Wo tou sbse pehle kaategi,Negative
"Uffff lagiii ,Shadeed wala crush hai ",Negative
na yaad dilao ,Negative
pilot se kuch yaad a gia mujhetm bhi ban jao pilot,Negative
Adjusting or compromise lol phir  atey hai Risk Analysis karney being ( Aunty or married ) sitter  or u can say ( f***** ) ,Negative
Tu bhi ro .. Single hai tu bi ,Negative
Sad Reacts onli (:,Negative
yaha sakht londy bhi pighlty hain ,Negative
Londiyon sy zada londy yaha pighlty bheee,Negative
minus lag gaya ghalti se,Negative
tmhe Allah ne bhut handsom bnaya ha isi lie kam show mara kro,Negative
Itna ajeeb lehnga Kon pehnta bhala ,Negative
Pata tha ,Negative
Matlab butto majn he krni ha shadi hahaha,Negative
Han bachpan Se he ye kam krta hn,Negative
Tumari nai ho sakti .... tum marti bhot ho .. shadi k baad b maar do gi,Negative
Buahaa Ap ho  kitni mar khaty mujhse,Negative
Tumari shadi ek motay panday se Ho gi isi saal ....,Negative
December  Aur bhai bht dafa toota usi K hatho dil Bt phr b he is ,Negative
ab ghlti na krna vrna yo hogyq kam,Negative
islye admin shukar karo..single hone ka rona na ro...,Negative
Dewar Mai Marlo sar,Negative
Dafa ho,Negative
aap nay phir yaad kra dia :P,Negative
pooray world ki world famous director hain aaaaappppp. learnt alottt alot from u. and still sooooooooooo sad to miss yesterday's shoot.,Negative
"you would be seeing same comment for your bachi... most probably!
Bt dua hai k aaisaa na hee ho!",Negative
"Hahaha ab itni bhi sad life nhi meri
Mai apne liye ready hoti hun",Negative
Heheh sahi khel gai ,Negative
Bachi check kr yaar ,Negative
Ahahahah tension mt ly mujhse bt karlyna bore nh hony dungi ,Negative
Yaad dilaao ,Negative
tum sath nahi thi shayad warna yaad hota,Negative
Majbori,Negative
"Video puri daikh kr, tharki imaginations imagine kr ky end mey usy dubata karwao....khud ki soch nangi ley ghoomo",Negative
Very sad,Negative
koe na koe point tumm logo ne esa nikalna hi hota he jiss se mera mood kharab ho tum logo ko to mention he nahi krna chaeye😑😐,Negative
Ksi or ko bhjti hogi bs hamay hi nh ,Negative
Send krdi bacho ro nahi shabash :-*,Negative
bs kch bhi :P,Negative
Soo sad,Negative
"sach main,, isi liye to hm bhaag atay hen wahan se",Negative
So sad ,Negative
Aur Rat tk bhooka bhi rehna.. ,Negative
bacho hamain b baghawat krni aati he :P,Negative
Fazool,Negative
 tmari dukhi story...,Negative
q fiza k zakhmon p namak chirak rahi hen ,Negative
FiZa Khan me apky dukh me shamil hu bae,Negative
Ma ta ko kam nahya kandi  ahe ta tujha hall ah,Negative
Hahhahah mana asa 3nhi ja thi chawa,Negative
Yehi bahana hota hai andar anay ka ,Negative
bht badtameez hu tum,Negative
Hum bicharian,Negative
 Awww haye bichari :p,Negative
But ye to me apna btaya ...Y r u sad,Negative
isi liay to sad hon,Negative
Hahaha... bechariyan larkiyan,Negative
Nice**** thak gaya ho tm subko seekha seekha k,Negative
Had h ab itni b nae guzari eid even kam tu blkl ni kiye,Negative
bichari ,Negative
Hahaha nahi yaar ab itnaay buraay din b nhn aye,Negative
Bara mushkil hy kehna par kehna pary ga,Negative
Huuufff had goose bumps  fantabulous performance by all of u,Negative
"Out class. Wordless. Dabang thought yaaar.
Dunya ki koi taqat Pakistan ko jhuka nahin sakti.
Salute to my flag.",Negative
Drone Adventure ,Negative
RIP Drone ,Negative
bicharay ka drone phass gaya or app hans rahi hai :P,Negative
Drone bhi NVinez ka hi tha :p,Negative
Acting skills zero hain meray phir bhi video tou send karoon ga :D,Negative
a rha mjy b bhook lg rhi 5 mint m a gya bs fresh ho kr,Negative
Bht zyada sari lanat mere bhai…,Negative
Background main jo pankha chalaya hua hai wo tou band kardetay yaar shhhshshshshshs awaaz arahi hai..,Negative
Munda zada sohna v nae honaa chahidaaaa  Begum shakk kr kr marr jaaandiiii,Negative
Ghusaa ku,Negative
Mai etni pabandian kb lgati hun,Negative
itna pitogi tm,Negative
and  zalim hoti hen girls to yr,Negative
#Chummi. Us ko jo ro rha ha :-D,Negative
Khain yah PM k jany ki kushi mn ro tu nhi rha …,Negative
Nai ye boht pehle se ro rha hai,Negative
Main role i think pheeche parhi hue chapal ka hona hai :P :P??,Negative
is roney waley ko scene nai mila i think ?,Negative
"All the best...
Wese peechay rakhi hui chappal say tou nahi maara in dono bhai ko :p
Just kidding",Negative
Thak gya h ,Negative
"Humen ghairon nay loota apno main kahan dum tha .
Meri kashti doobi nahi main nay khud jump maari kiun kkashti main bomb tha",Negative
Patience ka andaza is bat se laga lo ke eid ka suntay hi pait me sheetani choohe bi bedaar ho chukay hen.... Kal se phir woi shetaan or wohi hum,Negative
title hona chiye when aunties shop,Negative
Physical appearance pe comment krne se guraiz kren.,Negative
bc ye sb bhe hota hai mjhy aj ptaw chala churail aese hota hai?,Negative
Had kardi AP ne had krdi ap nd,Negative
"Sometime hum aavin hi generalize kerney lag jatey hian...
Her event ko...
Lakin aaisa hota Ni hia..",Negative
"Takra to hona hia...
Lakin partition Wala seen to Ni hia...
Jo log generalize kr rahey hian..",Negative
In k demagh mein b kachra bhara howa h,Negative
Han tmharai tarha ham bhi gadhay ka gosht khaty.. To shayad ye kachra nahi hota...bcOz tm to gadhay ka gosht.khalaety ho kachra Kia chezz hai....,Negative
Bs kr tu jese bht bara kilarii aya hai,Negative
ab tu pata chal gya na chill karo pher,Negative
MuJhay Already Pata Tha,Negative
What ahmed shehzad  salay ki kitni bari sifarish hogi jo itni kharab performance k bawajood b select hojata ha team me,Negative
Phir se Ahmad Shahzad??,Negative
bat sahi hey wesy  btw not saying k sara qusoor babar azam ka he tha ,Negative
abhi ye nafrat ni? Kon jealous ha? ,Negative
Hahaha becharay,Negative
Wasy ma sporting lahore ki team ko kr raha tha lakin #Admin sb kisi py Lanat ni krni Cahiya.... ,Negative
Lahore qalandar ki trH zalil hoka tu nhi hara,Negative
Tapal dane dar ?? ,Negative
lo dasso twada ki kam vai,Negative
Hahahaha taha bachy rony wali batyn.,Negative
hhahahhahahahahahahha ki bakwas ae,Negative
hahahaha yaar ki bakwas a,Negative
Lekin Teri team bahir ho gai wo auqaat bhi yaad kr,Negative
Mari team tow har dafa he bahir hoti hai koi nayi bat kr bhai,Negative
Arsalan bhai me hazir ho jb dil kary btta dna ager zid h to,Negative
Han kl lga lena murs,Negative
Murs 03004328290 p bta kl lga lena,Negative
Choty dil hum nh rkhty beta ainda jaib m mal ho tb bat krna ok gd by,Negative
Phir nh khna lgai nh,Negative
Beta murs hain hum aik din pehly btaya tha,Negative
gramo mou mang to mout nhe ati ya to phr zalmi hai or dil karey to rakh lena sawi dadi jo dil kary btta dna karchi vs zalmi me ya number h mera 0300929358603339293586,Negative
Khoton sy hum nai jalty,Negative
Bohat bura huwa Karachi kay sath waisay,Negative
Ya phir pehla aur akhri match hi daikhna tha,Negative
Thand pay gai kasmay,Negative
Qasmay bdda ucchltay the yeh hmare lahore ki haar pe ...,Negative
Lanat mici,Negative
Spotters ke bat manana ka nateeja dakh leya na.agle bar hum sa zaror pochna ka kis ko in karan or kis ko out.BEST OF LUCK.for 2019,Negative
Please next edition mein is ghatiya player pe pase na zaya krna agar is mein talent hta to aj team mein khel rha hta bht chance mily hen isay....agar next edition mein jeetna ha to isay team k pas bhi na any dena...,Negative
Sb bhool gye aj ka match jeet gye hum,Negative
Magar Bouht Dukh Huwa  3rd Time PSL Mein Qualify Nahi Kar Sakhe Hain ,Negative
Rana sahb ko mashwra hai is team ko baech kar maronda le lain....mun to mitha kary ga kam se kam,Negative
So sad,Negative
He is a test player not a t20,Negative
Very bad player drafting...Very bad selection....Selector pta nae doodh pitay bchyKoi bowler hai hi nhi uper sy captaincy b mecullum ki....,Negative
Immidiatly kick out Aqib javed. He is a big fraud.,Negative
Ap har bar dhooka detay ho humain lahore qalandar,Negative
When you have poor management poor captancy so can lahore win The only thing you have is Rana sb ,Negative
Yr bs karo 6 k 6 match har gae ho or abi b rana fawad kia khata ho ga tum logon ko,Negative
Bs yr captaincy ni shi kr rha mcclum kl score kia to bowling ni chli . Hman ak new team ak new captain ki zrort hai jisko experience ho bht or team or sath lai ke chly bowlers ka pta ho ke kb kasy kin kin sa over krwny han or field work kasy rkhna hai,Negative
Bc oper comment dekh.. real brave... yaar ki bakwas ay... bc border pe match hotay hain... sala brave ka.,Negative
hahaha brave ka to pata nai aj kal real khajal rajpoot huwa wa a,Negative
Enough is fucking enough...they are fucking making us idiot ....selecters he wo hain jo rishwat lay kr players pick krty .. sohail akhter HahahahhOr gold ctegory k 2 player unfit this is selection,Negative
"mutmain begairat ho aap,maan lo haar jeet hoti rhti h",Negative
Lanat ha lahore qalandar pay,Negative
Lanat ha umar akmal pay,Negative
Dil tor dia ha mara ma to kuch b nahi jis ka pasay lagy howa us ka kay ho raha ho ghay rana sb,Negative
Very very poor captiancy. There is no plan to hit long shots or ground rool shots . Next time we want new captian and new team . If we win next psl cup,Negative
Hearts are broken very badely this is the big and no 1 franches in pakistan . The fan following is also very long .,Negative
Kitna Bura khela,Negative
Tmhein to bari hansi arhi ha,Negative
Bakwasa mat karo yar aj ma ka rahy ho team na dil he tor dia ha lanat ha asi team par is ke menegmant pa,Negative
lanat you dont have proper batsman thats the issue,Negative
yar mazeed pagal na ker agay demagh ghooma hwa ha java parh k..,Negative
"pointer pointer hota hai usko jitna marzi dereference kro kch ni hota :3

pagal pagal hota hai usko or jitna marzi pagal kro kch ni hota :D",Negative
choro yr ap gussa kr gay ho har shair ko insaan apni nazar se dekhta hai,Negative
bachay... -_- koi haal ni. In shashkon se niklo or insan k bachay bn k apni programming achi kro,Negative
"maar li shodi? :P
ab return; ho gay ya exit(1); kru? :3",Negative
:D pata lag jao :P,Negative
Farooq Basketball chor football khela kar :P,Negative
Beenish Farooq men bachon k sath nh khelta specialy females :D rone lag jati :D,Negative
ody jiny dand ny na ony ghus jana team ch ty khoon v choos jana sari team da,Negative
Oo Sambhal K Us K Dant Lag Gaye To 4/5 Bande Zakhmi Hojainge O_o,Negative
2/3 Balls Zaya Karne Ata O_o,Negative
Ali Rajwana dua karo hum 2ono milein,Negative
Khul kay naachna Shah rukh ji nay sikhaaya?,Negative
Uss ko khud zaroorat hai parhnay ki.,Negative
Thhook dho kachray ko apnay moo say.,Negative
Poura ilaaqa jaahil ka jaahil reh gya.,Negative
"Mahira ko Maa banna hai, aktruss nahi, baysharmo.",Negative
purana coat nai tha?,Negative
bht nikly mere armaan lekin phir b km nikly ,Negative
Bc dekh tera status,Negative
after hash ki bhook.,Negative
Itna payara ata ha to...Tera winking he bara awla hota ha,Negative
# ZainabKhan dukhi Aaatma,Negative
Kis Intehaai Jahil o Kahil shakhs ka shair hai??,Negative
Tu Lown da kaffan banana hai,Negative
Bygharet docter pakistan k ghaddar lanet hai in sab par allah us k rasul or tmam frishton ki jo chand passon k liay apna emaan tak bech dety hain,Negative
Scha baat ha ye mujhe pata ha,Negative
Khara sach,Negative
be shak mgr mera nahi hai,Negative
Alfaz had drja ghlt hyn....zra ghor frmayen....,Negative
"Iintehi laghw aur behooda quote hey
For God sake, sense should prevail.",Negative
Is waqt hm khud apnii taqdeer likhny m lagy huway hen !!!! Jbhi to dukh e dard hen,Negative
"Fazool bakwas jis nylik hi wo 70 maon zada piyar krta hy
Hum apni optional choice p jo ghalat faisly krty hn us ka ilzam b us PAK-0 BARTAR ZAAT par laga dety hn!
Kindly delete this post !!!",Negative
"tmhari taqdeer k gham tmhari bhalai k lea hai q k ye us ny likhy hain jo tmhari maa say 70 gunah ziyada tmhy chahta hai ... it,s wrong post .. :-(",Negative
Bakwaas,Negative
It's wrong post taqdeer likhney wala Allah hy orAllah ek maa se 70 gunah ziyada piyaar kerta hy apney bandon se dukh or takleef azmaishyn hyn duniya ki,Negative
It's wrong post taqdeer likhney wala Allah hy orAllah ek maa se 70 gunah ziyada piyaar kerta hy apney bandon se dukh or takleef azmaishyn hyn duniya ki,Negative
Allah apny bandy ko 70 Maaaon sy zada pyaar krta hy is liye hmaari taqdeer kbhii buri ni hoskti,Negative
الله satr maa se barh k m0hbt krta ha hmse so plz asy qufria alfaz use na kiye jaen,Negative
bohat ghalat post astagfirullah,Negative
Magar wo bhi to 70 maon jitna apne bande ko chahta he to phir wo kese ghalat ho sakta he,Negative
Dekh mama dekh eh he mhbt da mtlb... Teku smjha smjha k thak gy sy...,Negative
"Umid parsash e gham kis se kijiye Nasir
Jo apne dil pe guzarti hai koi kya jane....",Negative
Hal e Dil hum hum bhi sunaty laykin jub wo ruhsat hua tub yad aya,Negative
Such to h.pr Ab muhbty kaha h.agr koi scha b h to ro rha h ab to just time pas .muhbty h,Negative
Kia kahon yar bs,Negative
Kutee ki bachi,Negative
Beghayrat hakumat is dahshatgard ko nahein pakar sati doob mare,Negative
Is pagal ko kon farg kary ga,Negative
Model town ko Kashmir tum ny bnaya show baz drama,Negative
Lanat ha jahlo par,Negative
Hhhhhhhhhhhhhhhry yar karwaye hona chahiye saboot tu roz ati ha Likn Asl kam ha as par karwayi Neb bi sirf name ka Neb ha kuch nahi karskta turi dar aur chaligeye bat par sub khatam Aur os na jo kiya ha Oo os k pori family ka Os k nawaso k nawaso ka kafi ha,Negative
Chor family chor h,Negative
Nawaz chor family chor pora daber chor h,Negative
Lanat chor ki beti,Negative
sher phobia aik la ilaj marz h,Negative
Bas tum malak reyaz kay tata pakad kay rakho begerat leffa khor,Negative
Lanat hay is byzameer anker per,Negative
Nawaz chor family chor h,Negative
Yar Ake jooty ki itni badi saza.,Negative
Aaj juma ka din hai admin khuda ka khouf karo kam chorro,Negative
Lanat asy admin pay,Negative
Nawaz chor family chor pora daber chor h,Negative
Lanati pti,Negative
ak pata nahi halay ga,Negative
Jaldi thookoooo tharki budhy ko,Negative
Chor ki beti,Negative
Kuri bc anti ha,Negative
Aap ki zuban aap ki shkhsiyat aur khandan ka pta deti hai,Negative
"Bilkul QURAN per hamla ha, Lekin wo ZAT PAK jis ne QURAN ki hifazat ka zimma khud lia ha wo hamla karne walon ko zalil oar nesto nabod kar de ga INSHA ALLAH.",Negative
Afridi ka career khatam ho chuka hai IPLkhailnay ka koi chance nhi hai is liyai wo bol rha hai.,Negative
Sher boorha b ho jay to wo sher he rehta hai .,Negative
Allah ne Afreede ko izat dy he kisy ke kuch aolat polat kihne se kam nahee hogy.insha Allah.,Negative
Saanp ka kaam Zahar ugalna hi hai. ,Negative
Lanat asi aulad per,Negative
Tareen blackmailing mein kam ni hai kisan dushmani bhi km ni,Negative
Chor chor hota ha her jega dandi.Marta ha,Negative
Humhain kiya apna mulk dekho phr unka dekhna hamary Pakistan india ki bhtt fikar rehti hai ptaa nahi qu,Negative
yeh anchor paka lahori hai es ki ardy arti hai kartay khara hojata hai haHahhag,Negative
(Eagle) Baz khara ho jata ha aik jga pa.......,Negative
Pushto main osko chindihkhoor kahty hainUrdu main pata nahi,Negative
Ye saly urdu poaint waly Pakistanio ki bezti krty rehty hain,Negative
Ap ka bhe jawab ghalat he,Negative
Rok Sakta hai Kara nahi hoskta,Negative
Sharaf Al Haram ,Negative
Is bat ko kia kehna yar choro hum hi thek nai hen to is ko kia kehna,Negative
Ye munafik Or Gustakh insan hae.....Kalma parh k mukarne wala baygairat,Negative
Pata laga nun leeg ko ab zulum ka injam kia huta hay juta b pera ur akdadar say b uterna pera,Negative
Not a big issue......media chawlen marta hae,Negative
Shetan mediaaaaaaaa,Negative
bari taklif hay in shafio ko dalay,Negative
Baqi Pakistan ki players pe Lanat ho....Ar media pe bhe Jo Lala ka sath ne dy rhy,Negative
Yeh hamaray baqi player mar gaye hain,Negative
Afghani angres k awlad kotte kamenie madar choot India k bachi,Negative
"wo sona nai tha, SAANP BICHO thy, aqal sy farigh logo ko SONA hi nazar aye ga.",Negative
Jo insaf kary wo kala qanoon haJo tumhari courraption pakry wo galat ha itny bhi zarori nahi ho mulk ko ky tum ko azad chor diya jaye hisab to do gay or jhoot bolny par saza bhi mily gi,Negative
is ko sharam karna chiya kabi pak aramy ko bura bla kabi nab k kabi supreem court ko bura bla khata hai sab galt hai ya chour famaly sahi hai kia ya pakistan ka don hai is chour ko jall ma kyoun nahi bajtay kanun sab ky liy bara bar hona chiya is ky bap ka tu nahi hai pakistan shareef khandan nay chouri be kia hai kutty ki thara madia ma bonk be rhay hai,Negative
Nawaz chor family chor pora daber chor h,Negative
Jab naib bari choro ko pakrti hi to qala qanon ban jata hi haram khoor,Negative
Kya pta wo zinda ho ajeeb bat hy jism se rooh kaza ho jati hy beshk shaheed ho kch der k liye to jismani tor pr murda hi hoty hain uska hand move hona to us k asli mai zinda hony ki nishani hui... kya usko investigate nai kia gya us k bad?,Negative
Yar ya qonduz ka shaeed nhin ha liken ya kis or jegha pe shaheed ho wa ha...ya video porani ha pleas islam ko badnam mat karo...porana video mat di kaw...or video ko ghur se de ko kiya shaheed or bab ek omer ka ha,Negative
Bhai ye video char mahene purani h ah jihadi shaheed hua ta apne dost ka hath nhi chor rha ta,Negative
Soooooo heartbreaking. Ya Allah in yahodyun ko gharq krdey,Negative
Allah tu islam ke dushmano ko muslmano ke dushmano ko barbad ker dey aaj juma ka din hai allah kufar per apna azab nazel farma ey ameen allah,Negative
Daikho ghairt kro ye muslim bacha es bat ka saboot de gia k hum zinda hein,Negative
Its just to provoke for jihad ..it was the biggest drama ......but flopped ...,Negative
hahahaha lanat ho jhoto par ,Negative
Bakwas banad kar khotay Kay bachay.,Negative
Wo zinda ta ye jail log usko dafna ray ty bechary ko,Negative
Jhoot,Negative
Allah in zalemu ko saza dy.,Negative
bs allah behtr janta ha kaya sach or kya jhot,Negative
beghairat laanati what about beghairat Nawaz khandan ????,Negative
Awais Muhammadi Ye sub pakistan ke wajy se.Afghanistan me taliban ke hokomat the.islami nizam qaaeem tha.shariyat tha.jb Amrica ne Afghanistan per hamla krna tha tu sub sey pehly Mushraf yani pakistan ne rasta or airbase diye.pora transit karachi sey howa.shamsi airbase pakistan ne deye.Pakistan ek monfiq or Amrica ke katpothly hakomat hy.musharf besharaf ka ek nara tha keh sub sy pehly pakistan.yani no islam in pakistan .sharam ke bath hy.sharam karo sharam karo .pir ye choro agr Afghanistan me Amrica ke hukomat hy jo ke taliban ko shaheed krhehey.islambad me kis ke hukomat hy jo keh LAL MASJID ke ulama oe qaren ko shahed kia.Matlab islam .muslman or Afghanistan jitnay kamzor or nuqsan howa eske y pechy Wardi hy..(Pakistan is a terrorist country ...We want no more Pakistan in this world...Appeal to the UN)Hahahah indians moves q dikty ho.potkistani actresses indian movies mai q kam karty hy.Yar tum boht bewaqoof log ho.Punjabi or indians aps me koi masla nhisdonoKhush hy bs pattan gul khans ko problm hy.India Afghanistan ko abad karty hy or pakistan barbad karty hy.We dont want more pakistan.,Negative
Hmesha wafaqi hakomat ki ziyada barti ha punjab ki 5% hoti ha wafaq walon ko eid or har moqa par chotiyan bi ziyada pay bi or punjab ki ab un k sath 10% kr k bara ehsan jeetya ha bs ye bi na barhain,Negative
Lanat hai,Negative
Lakh lanat en par begerat kmeny..,Negative
10% too bohat her kam hey,Negative
Kam iz kam 30prsent,Negative
Pahly kalma likh do wasy b ye jahaz nahi mout ka dosra naam ha.itni bus hatchkuly khati jis tra loogo zaleel krty ha.,Negative
Wo pashtoon tahafaz walay kutay kahan mar gay hain achakzai kidr gia hai,Negative
Bhai jii agar may gharaz karoo...to ye bachay srf afghaniyoo k nahy tay...hamaray b bchay tay....ap ghalat mtlb lay rahain hay.....ap ye q nahy sochtay k hum saray muslmaan hay....,Negative
Afghanistan k hukmaran apni awam ka khoon ka business kar k hakoomat pakray huey hyn,Negative
"Hungami Fesla, ,.Paltoo Kutty, ab Hungama karny ki bari KISI OR ki hai, tayar hoja, wo b ho rahy hai.",Negative
Ashraf ghani india our America ka wafa dar kuta hi ab cumeti bana deia kl boliga yi hmla b Pakistan ni kia hi,Negative
Gandoo admin qatal nahi shaheed,Negative
gharq karo katputle sadar ko,Negative
Ye lanti khud America or India ka Agent ha ye Kiya fesla krey ga,Negative
Laanat Teri shakal pe katpotli,Negative
Lanat,Negative
Lanti ho,Negative
Kuch be nahi hoga hum saray America k ghulam hain.,Negative
ja ohe ksi gashti ke bachay justic,Negative
Nawaz chor family chor pora daber chor h,Negative
"If he is so sure then why not he goes to Supreme Court and prove his charges there. If he does not go to Supreme Court then Chief Justice should take suo motu notice and call Mubasher Luqman to prove what he said in his program. If he does not prove, he should be given 20 years (full 20 years and not 10 years ) jail.",Negative
Mubashair to be bohat jald zalail ho ga shahid Masood ke tarha.... to be roi ga Pir ky jazbati howa ta..... minafiq toly ky sardar,Negative
Jhoot,Negative
Ye sala sub sy bara jhota or black Millar insan hai,Negative
munafiq,Negative
Ro dil bar k roo.salman pe.qandous mein to terrorist maray gaye hein.,Negative
Ghoray tou phir sarray khusrray he hottay. ,Negative
Jhot yourup men to phir sab khusry hoty,Negative
is kuty ke kia jurat thee kash yahan qanoon hota hum khud ghalat hain,Negative
Action lena chaye inn ky mumalik mey jub Pakistani jaty hy to badmash sy badmash be in ky qawaneen ko follow karta hy.,Negative
Ye cheni haram khoor hain in k khelaf karwai honi chahey,Negative
Jb koi be ghair mulki ko zida azat do ja to yahi injam ho ga,Negative
esko saza dany chahia zaror..,Negative
Lanat is kanjar py,Negative
jhoot .. hmari hakomat asi dallal hy k in ko ghr mn he asi chezain laa dytii hy ghr bethy bithayee...,Negative
Bohat acha isaf kia 30 hazar riyal dy diye aur kafeel sahab azad ghoom rahy. Kafeel ko kam az kam umer qaid ki saza to honi chaiye thi chalo umer qaid nhi to 10 saal ki e ho jani chaiye thi.,Negative
Arab mein taqreeban yehi ho rha hay ghareeb Countries Philippine india Bangladesh etc or Pakistan k sath asa hi kertay ay hain..,Negative
This is totally crap he didn't had the guts to say this to President. Musharaf & secondly he is trying to be noticed!,Negative
"tv drammas mein itna khuchh bakwas ho raha hai aur pabandi sirf lafz""talaq"" pr , wah kya bat hai pti walon ki",Negative
Jo pic main hy wo nahi hy aur size main bhi choti hy  Read more,Negative
behter hai but inho ne favour dal ke bheja uski waja se maza nahi araha  Read more,Negative
Pesy zaia kerny wali bat hy  Read more  Hide,Negative
Bag acha nhi hai picture mai kuch aur hai order kuch aur aya hai  Read more,Negative
10 20 rupy ka bhir sy milta hai itna rait high hai  Read more,Negative
Daraz dhoka hai  Read more  Hide,Negative
"Bad experience. 2 pen purchase kiye thy, payment 2 ki lay li. Or envelop sy 1 nikla. Or b buri trha damage , toota hua. Us mai tooty huye parts b nhi nikly. I think khud e toota hua bhaja hai inho ny.  Read more  Hide",Negative
"Bad experience. 2 pen purchase kiye thy, payment 2 ki lay li. Or envelop sy 1 nikla. Or b buri trha damage , toota hua. Us mai tooty huye parts b nhi nikly. I think khud e toota hua bhaja hai inho ny.  Read more  Hide",Negative
Koi fark nahi parha isko lagany se. Totally waste of money..,Negative
"Yar ye maine 2 mangwaye thay ek apni CD 70 ke liye or dusra maine dost ki 125 ke liye mangwaya tha or jo 125 mein lagaya hain na who bohot farq parha hai garhi ki awaz bhi change hui hai kaafi or mere dost ke mutabiq thora farq zaroor parha hai. Laken meri 70 mein itne khaas pata nahi chala.
",Negative
Jo mujy Parcel mela hy us main sy tu buht hi low quality ky gloves nikly hyn... Phaty hoye or buht hi gatia quality ky,Negative
price kam kr dein thori si,Negative
third class quality ha r kam b nhi krti sae thra,Negative
Size boht chota mn ny ybr k lye mangwaya ha chota ha,Negative
"friends main purchase kerne ke baad pachta raha hon.bluetooth,broadband aur volume switches kharab hain",Negative
"jb iski mrzi hoti hai chal jata hai aur jb marzi ho toh soo jata

means

Camera/whatsapp sy videos aur photos wagaira capture/download nae hoti, lakin mobile ko restart karny sy thori dair tak to download/capture hoti hain lakin phr dobara yehi masala aata hai
",Negative
"Bahut hi bakwas product hey, 2 din bad harab hogaiee,",Negative
Transfar Speed Buhat Slow Hai,Negative
Add py price 950 h ur order krty wakt 1900 kyu likha ata h?,Negative
Pata ni ye kia karty hai bataty kuch hai behjty kuch aur hai ab is usb pe 3.0 likha hai lakin ye 2.0 hai aur speed b 10mbps hai.,Negative
Yar discunt ky nam per dhokha hi koi dicunt nen tplink 840nd market price 1350 ruppes hi yahan 5000 hzar kh kr disunt dy kar 2800 duble ki pemint per single dy rhy hin .draz.pk ka mear khrab ho rha hi is ka koi hal nkalen,Negative
Bhot chota hai or 2 din ma toot gaya,Negative
Dikhaty kuch hn or send kuch or krty hn,Negative
Ye 1feet say zyada faasly per kaam nhi krta. Eska normal range 10 feets mein kaam krna chahiye ta,Negative
MechAnical ??? Button problem to ni krta ??,Negative
"Waste of money. F7 accha mobile hai par paise zyada hain, in paison mein accha flagship phone mil sakta hai....",Negative
